Restaurant_Name,City,Cuisine,Rating,Votes,Cost_For_Two,Review,Date,Month,Year,Sentiment_Label,VADER_Compound_Score,Reviewer_Name,Dining_Type,Has_Online_Delivery,Has_Table_Booking,Review_Length,Word_Count
Aminia,Chennai,Continental,4.9,4178,800,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-11-14,November,2023,Positive,0.3594,User_2859,Dine-in,Yes,Yes,84,15
Smoke House Deli,Mumbai,Chinese,4.5,89,300,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-03-31,March,2022,Positive,0.4659,User_1220,Takeaway,No,Yes,75,11
Subway,Ahmedabad,Fast Food,2.2,674,500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-05-23,May,2022,Negative,-0.9607,User_4040,Dine-in,Yes,Yes,81,13
Peter Cat,Hyderabad,Italian,4.3,1626,1200,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-07-17,July,2022,Positive,0.7378,User_9115,Takeaway,Yes,No,85,13
Pind Balluchi,Delhi,Bengali,3.9,4450,400,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-09-27,September,2022,Positive,0.9819,User_4102,Takeaway,Yes,Yes,82,13
The Irish House,Bangalore,Fast Food,1.3,4937,600,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-08-30,August,2023,Negative,-0.5553,User_7754,Takeaway,No,Yes,78,14
Peter Cat,Chennai,Fast Food,1.0,2315,600,Average food at best but way too expensive for what you get. Not worth visiting.,2023-12-01,December,2023,Negative,-0.3766,User_3642,Dine-in,Yes,Yes,80,15
Aminia,Kolkata,North Indian,1.2,732,200,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-04-02,April,2023,Negative,-0.4649,User_6216,Takeaway,No,Yes,85,13
6 Ballygunge Place,Chennai,Fast Food,4.8,2577,1200,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-11-04,November,2022,Positive,0.5593,User_9944,Takeaway,Yes,Yes,77,13
Zara,Bangalore,North Indian,1.9,3814,1200,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-02-17,February,2023,Negative,-0.6769,User_8408,Dine-in,Yes,No,85,13
Indian Accent,Delhi,Chinese,2.9,124,800,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-02-14,February,2023,Negative,-0.5575,User_8116,Takeaway,Yes,Yes,85,13
Zara,Bangalore,Italian,4.4,4084,200,The portions are generous and the taste is authentic. Great value for money indeed.,2022-07-22,July,2022,Positive,0.4896,User_7426,Dine-in,No,No,83,14
Farzi Cafe,Hyderabad,Bengali,1.8,499,1200,Not hygienic at all. Found something unexpected in my food. Completely put off.,2022-06-13,June,2022,Negative,-0.3369,User_6789,Dine-in,Yes,No,79,13
Arsalan,Chennai,Chinese,4.8,1309,600,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-01-14,January,2022,Positive,0.5914,User_6547,Takeaway,No,No,84,15
Oudh 1590,Mumbai,Mexican,4.2,3037,400,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-12-07,December,2023,Positive,0.5613,User_8758,Dine-in,Yes,No,87,13
Karim's,Pune,Italian,4.6,2308,1200,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-11-17,November,2022,Positive,0.9371,User_6582,Takeaway,No,Yes,82,12
Pizza Hut,Kolkata,Mexican,3.5,4624,1200,Moderate experience overall. Some dishes were good while others were just average.,2022-09-13,September,2022,Neutral,0.0656,User_8696,Dine-in,No,Yes,82,12
Moti Mahal,Bangalore,Mexican,4.4,3692,300,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-09-30,September,2022,Positive,0.7218,User_7382,Dine-in,No,Yes,73,10
Karim's,Delhi,Bengali,3.8,4612,1200,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-09-28,September,2023,Positive,0.5493,User_3394,Delivery,No,No,80,11
Saravana Bhavan,Hyderabad,Italian,3.4,4298,500,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2022-03-04,March,2022,Neutral,-0.1226,User_9259,Delivery,Yes,No,81,13
Peter Cat,Delhi,Continental,4.2,654,1000,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-10-22,October,2023,Positive,0.3202,User_7039,Delivery,Yes,No,75,11
Moti Mahal,Bangalore,Mexican,3.9,4978,500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-10-10,October,2022,Positive,0.4915,User_8427,Delivery,Yes,Yes,82,12
Saravana Bhavan,Delhi,South Indian,4.5,4516,1000,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-11-19,November,2022,Positive,0.5582,User_1417,Takeaway,No,No,82,12
Bukhara,Bangalore,Fast Food,2.2,4201,200,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-08-06,August,2023,Negative,-0.7732,User_1915,Takeaway,Yes,No,82,14
Haldirams,Mumbai,Chinese,4.0,2935,800,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-04-05,April,2022,Positive,0.7997,User_6540,Dine-in,No,No,73,10
Haldirams,Ahmedabad,Mughlai,4.3,4500,400,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-12-13,December,2023,Positive,0.8528,User_2465,Dine-in,No,Yes,73,10
KFC,Chennai,Italian,4.6,3931,500,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-10-21,October,2023,Positive,0.317,User_1694,Dine-in,Yes,Yes,80,11
Subway,Bangalore,Thai,4.7,2382,1500,The portions are generous and the taste is authentic. Great value for money indeed.,2022-01-20,January,2022,Positive,0.7692,User_9064,Dine-in,No,Yes,83,14
Mainland China,Hyderabad,Mexican,4.5,4774,300,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-12-20,December,2023,Positive,0.305,User_7031,Takeaway,Yes,No,88,13
Social,Bangalore,Thai,4.7,4195,800,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-07-24,July,2023,Positive,0.497,User_7363,Dine-in,Yes,No,80,11
Udupi Palace,Hyderabad,Fast Food,3.0,4952,1200,Visited during lunch. The thali was alright but nothing particularly special.,2022-01-30,January,2022,Neutral,-0.1288,User_9385,Delivery,Yes,Yes,77,11
KFC,Delhi,Mughlai,3.1,4869,500,Moderate experience overall. Some dishes were good while others were just average.,2022-11-02,November,2022,Neutral,0.0421,User_5970,Delivery,No,Yes,82,12
Farzi Cafe,Chennai,Italian,3.8,4102,500,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-12-08,December,2022,Positive,0.8807,User_7366,Takeaway,No,No,87,13
Bukhara,Bangalore,Bengali,4.1,888,300,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-09-12,September,2022,Positive,0.9907,User_1004,Dine-in,Yes,Yes,85,14
Yauatcha,Delhi,Continental,4.5,1773,800,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-02-24,February,2022,Positive,0.4116,User_4125,Delivery,No,Yes,77,13
Yauatcha,Pune,North Indian,4.9,1686,1200,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-09-27,September,2022,Positive,0.5114,User_2971,Takeaway,Yes,No,82,13
Taco Bell,Delhi,South Indian,4.3,2247,1500,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-12-13,December,2023,Positive,0.9205,User_5424,Dine-in,No,Yes,88,13
Subway,Hyderabad,South Indian,3.8,1443,1000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-04-22,April,2023,Positive,0.6482,User_1217,Takeaway,Yes,Yes,83,14
Yauatcha,Chennai,Bengali,3.8,3679,500,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-07-12,July,2022,Positive,0.4904,User_1031,Takeaway,Yes,No,87,13
Trincas,Ahmedabad,Italian,1.1,3747,800,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2023-09-05,September,2023,Negative,-0.7452,User_8741,Takeaway,Yes,No,85,12
Karim's,Bangalore,Fast Food,1.8,2856,1200,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-01-17,January,2023,Negative,-0.5939,User_5791,Dine-in,No,No,83,11
Karim's,Pune,South Indian,1.6,4427,1200,Overpriced for mediocre food quality. Definitely not worth it at all.,2023-04-23,April,2023,Negative,-0.7489,User_3691,Dine-in,No,Yes,69,11
Nizam,Kolkata,Thai,1.3,3256,500,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-05-23,May,2022,Negative,-0.4409,User_2339,Delivery,Yes,Yes,85,12
Bohemian,Mumbai,Mexican,4.5,4017,800,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-08-21,August,2022,Positive,0.9596,User_2915,Delivery,No,No,84,14
Bohemian,Pune,Italian,1.8,3726,500,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-04-19,April,2022,Negative,-0.4739,User_3551,Takeaway,Yes,Yes,85,12
Aaheli,Mumbai,Bengali,4.6,1724,600,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-02-20,February,2023,Positive,0.5146,User_9879,Takeaway,Yes,Yes,85,13
The Great Kabab Factory,Delhi,North Indian,4.0,2086,300,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-03-15,March,2022,Positive,0.8432,User_8415,Dine-in,No,No,88,13
Bukhara,Delhi,Mexican,4.2,3929,2000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-09-27,September,2023,Positive,0.5127,User_1686,Takeaway,No,Yes,83,14
Aminia,Kolkata,Fast Food,4.4,3472,300,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-07-06,July,2023,Positive,0.8585,User_6751,Takeaway,No,Yes,77,13
Moti Mahal,Delhi,Bengali,1.9,780,500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-03-26,March,2022,Negative,-0.6194,User_8449,Delivery,No,Yes,81,13
Nizam,Ahmedabad,North Indian,4.7,3373,2000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-08-10,August,2022,Positive,0.8982,User_2555,Dine-in,Yes,Yes,73,10
Aaheli,Ahmedabad,South Indian,4.1,2084,200,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-07-03,July,2023,Positive,0.6955,User_2927,Takeaway,No,Yes,84,15
Mocambo,Chennai,Chinese,4.2,1641,300,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-06-08,June,2022,Positive,0.3768,User_8899,Delivery,Yes,Yes,85,14
Moti Mahal,Bangalore,Mughlai,4.1,1883,1200,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-08-21,August,2023,Positive,0.9059,User_8285,Takeaway,Yes,Yes,75,11
Burger King,Bangalore,Chinese,2.1,178,1000,The biryani was bland and overpriced. Expected much better quality from this place.,2023-01-11,January,2023,Negative,-0.6933,User_9604,Takeaway,No,Yes,83,13
Indian Accent,Ahmedabad,North Indian,4.6,2939,600,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-03-31,March,2022,Positive,0.3469,User_8776,Delivery,Yes,Yes,73,10
KFC,Delhi,Chinese,4.6,4575,800,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-07-14,July,2023,Positive,0.6123,User_5309,Delivery,Yes,Yes,75,11
Zara,Pune,South Indian,1.4,101,1000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-12-20,December,2023,Negative,-0.7898,User_7092,Dine-in,Yes,Yes,78,14
Bohemian,Chennai,Mexican,4.9,1759,1200,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-09-07,September,2022,Positive,0.3959,User_4091,Takeaway,No,No,87,13
Arsalan,Hyderabad,South Indian,4.6,1050,400,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-03-14,March,2022,Positive,0.679,User_9353,Dine-in,Yes,No,73,10
Aaheli,Mumbai,Mexican,4.7,2160,500,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-01-06,January,2023,Positive,0.8878,User_7658,Dine-in,No,Yes,80,11
Saravana Bhavan,Pune,North Indian,4.9,1053,500,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-09-13,September,2023,Positive,0.5735,User_8853,Takeaway,No,Yes,77,13
Smoke House Deli,Chennai,Bengali,2.1,1202,300,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-07-30,July,2023,Negative,-0.7079,User_1654,Delivery,No,No,85,13
Yauatcha,Ahmedabad,Fast Food,4.5,4005,1500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-04-27,April,2023,Positive,0.9435,User_7325,Takeaway,Yes,No,73,10
Udupi Palace,Mumbai,Bengali,3.4,2232,600,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-09-15,September,2022,Neutral,0.0788,User_5734,Takeaway,Yes,No,83,15
Saravana Bhavan,Hyderabad,Mexican,4.0,2291,1000,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-11-24,November,2023,Positive,0.5345,User_5323,Takeaway,No,Yes,87,13
Oudh 1590,Bangalore,Continental,4.2,3800,500,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-11-25,November,2022,Positive,0.6799,User_9521,Dine-in,Yes,No,80,11
Smoke House Deli,Hyderabad,Mexican,1.3,2022,800,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-05-24,May,2023,Negative,-0.5468,User_7416,Delivery,No,No,83,11
Flurys,Kolkata,Chinese,4.1,36,1000,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-07-18,July,2023,Positive,0.9766,User_2090,Dine-in,No,No,85,13
Oh! Calcutta,Chennai,Thai,1.5,4886,1200,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-10-06,October,2023,Negative,-0.3129,User_2770,Delivery,No,No,78,14
Saravana Bhavan,Mumbai,Chinese,4.7,2282,300,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-02-12,February,2022,Positive,0.9959,User_2760,Takeaway,No,Yes,82,12
McDonald's,Pune,Italian,4.5,2280,2000,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-12-12,December,2022,Positive,0.3069,User_5656,Delivery,Yes,Yes,80,11
Farzi Cafe,Chennai,Thai,4.0,1417,500,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-11-21,November,2022,Positive,0.6876,User_7279,Dine-in,Yes,Yes,88,13
Dominos Pizza,Chennai,Bengali,4.8,1366,2000,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-04-16,April,2023,Positive,0.4547,User_3843,Dine-in,No,Yes,88,13
Biryani Blues,Hyderabad,Continental,4.5,832,500,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-08-07,August,2022,Positive,0.5707,User_2343,Delivery,No,No,82,12
Subway,Pune,Mexican,2.0,3587,1200,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-11-21,November,2023,Negative,-0.8098,User_9584,Delivery,No,Yes,82,14
Aminia,Pune,Bengali,1.3,1389,1000,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-12-17,December,2023,Negative,-0.9459,User_7619,Dine-in,Yes,No,83,11
Rajdhani,Pune,Continental,4.9,4624,200,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-04-26,April,2023,Positive,0.5656,User_4998,Takeaway,Yes,No,87,13
The Great Kabab Factory,Pune,Mexican,3.8,742,1000,The portions are generous and the taste is authentic. Great value for money indeed.,2023-04-02,April,2023,Positive,0.6054,User_8165,Delivery,No,Yes,83,14
Yauatcha,Kolkata,Continental,4.1,4359,2000,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-06-14,June,2023,Positive,0.7098,User_4206,Dine-in,No,No,75,11
Barbeque Nation,Hyderabad,South Indian,1.2,659,600,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-02-21,February,2022,Negative,-0.5133,User_9605,Delivery,No,Yes,69,11
Pind Balluchi,Bangalore,Mughlai,4.0,557,1500,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-06-20,June,2022,Positive,0.5866,User_4798,Dine-in,Yes,Yes,84,14
Pind Balluchi,Ahmedabad,Mughlai,2.9,561,300,Moderate experience overall. Some dishes were good while others were just average.,2023-09-10,September,2023,Neutral,0.2768,User_2663,Delivery,Yes,Yes,82,12
Oh! Calcutta,Kolkata,Chinese,4.0,2240,400,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-11-30,November,2022,Positive,0.8508,User_9409,Dine-in,Yes,No,84,14
Pizza Hut,Bangalore,North Indian,4.0,2297,2000,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-01-12,January,2023,Positive,0.9032,User_8576,Dine-in,No,Yes,82,12
KFC,Hyderabad,Chinese,1.1,3784,600,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-01-01,January,2022,Negative,-0.7358,User_9665,Delivery,No,No,82,14
Bohemian,Ahmedabad,Thai,4.5,4298,600,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-02-19,February,2023,Positive,0.8863,User_7679,Dine-in,No,Yes,85,14
Mainland China,Hyderabad,South Indian,2.6,3089,1000,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-02-27,February,2023,Negative,-0.9191,User_5907,Delivery,Yes,No,83,11
